Incident,ReferenceText,# of tokens,# of types,# of predicates,# of manual predicates,# of automatic predicates,# of frame elements,# of manual frame elements,# of automatic frame elements
http://www.wikidata.org/entity/Q5567218,'Middle-aged rockers dilute Glastonbury spirit'.naf,449,189,93,0,93,0,0,0
http://www.wikidata.org/entity/Q13451278,Ice and Snow Storm of December 13th.naf,494,226,29,0,29,0,0,0
http://www.wikidata.org/entity/Q13451278,"March 23, 2007 Severe Weather Event.naf",588,274,131,0,131,0,0,0
http://www.wikidata.org/entity/Q13451278,"December 16-17, 2007 Winter Storms.naf",1311,495,171,0,171,0,0,0
http://www.wikidata.org/entity/Q13451278,NWS SGF Winter Summary.naf,352,142,51,0,51,0,0,0
http://www.wikidata.org/entity/Q13451278,"New storms headed for Midwest, Northeast.naf",890,354,255,0,255,0,0,0
http://www.wikidata.org/entity/Q13451278,National Weather Service Forecast Office.naf,749,258,144,0,144,0,0,0
http://www.wikidata.org/entity/Q13451278,Oklahomans catch a break.naf,651,281,188,0,188,0,0,0
http://www.wikidata.org/entity/Q13451278,Preliminary Information for the December 2007 Ice Storm in Oklahoma.naf,136,66,22,0,22,0,0,0
http://www.wikidata.org/entity/Q13451278,"New rain, ice hamper storm recovery effort.naf",842,348,232,0,232,0,0,0
http://www.wikidata.org/entity/Q13451278,Ice coats nation’s midsection.naf,801,320,218,0,218,0,0,0
http://www.wikidata.org/entity/Q13451278,NOAA's National Weather Service.naf,192,114,26,0,26,0,0,0
http://www.wikidata.org/entity/Q13451278,"NWS Des Moines, IA Winter Weather Information.naf",31,25,10,0,10,0,0,0
http://www.wikidata.org/entity/Q13451278,"'Nasty' winter storms cause traffic deaths, delays.naf",1054,418,252,0,252,0,0,0
http://www.wikidata.org/entity/Q13451278,Northeast could see double winter whammy.naf,1026,369,293,0,293,0,0,0
http://www.wikidata.org/entity/Q13451278,"Furious snow storm blows north, blankets Great Lakes states.naf",1169,468,258,0,258,0,0,0
http://www.wikidata.org/entity/Q13451278,"NOAA's NWS Forecast Office-Caribou, Maine-Snowfall Totals for the 11-12 Dec 2007 Winter Storm.naf",574,253,28,0,28,0,0,0
http://www.wikidata.org/entity/Q13451278,Winter Storm Summary.naf,441,152,89,0,89,0,0,0
http://www.wikidata.org/entity/Q13451278,Midwest buried under heap of snow.naf,35,28,7,0,7,0,0,0
http://www.wikidata.org/entity/Q13451278,Storm Prediction Center 20071215's Storm Reports.naf,193,95,47,0,47,0,0,0
http://www.wikidata.org/entity/Q13451278,"Ice Storm Brings Misery, Death to Midwest.naf",663,261,205,0,205,0,0,0
http://www.wikidata.org/entity/Q13451278,From the Wichita National Weather Service Press.naf,93,61,22,0,22,0,0,0
http://www.wikidata.org/entity/Q13451278,Tampa Bay Area Aviation Weather Page.naf,1269,400,2,0,2,0,0,0
http://www.wikidata.org/entity/Q13451278,"Blizzard that walloped Ont., Que., heads to Eastern Canada.naf",618,269,132,0,132,0,0,0
http://www.wikidata.org/entity/Q13451278,Winter Weather Event.naf,55,45,12,0,12,0,0,0
http://www.wikidata.org/entity/Q13451278,snowfallTotals.naf,97,62,20,0,20,0,0,0
http://www.wikidata.org/entity/Q13451278,2007Dec10.naf,541,256,164,0,164,0,0,0
http://www.wikidata.org/entity/Q13451278,"NOAA's NWS Forecast Office-Caribou, Maine-Preliminary Totals for the Storm of 13-14 Dec. 2007.naf",506,237,26,0,26,0,0,0
http://www.wikidata.org/entity/Q13451278,Dec 9-10 Ice Storm Summary.naf,230,137,63,0,63,0,0,0
http://www.wikidata.org/entity/Q60519458,Texas counties will have only one drop-off location for mail-in ballots.naf,815,295,123,0,123,0,0,0
http://www.wikidata.org/entity/Q60519458,Texas Poll.naf,32,27,7,0,7,0,0,0
http://www.wikidata.org/entity/Q60519458,Gov. Greg Abbott shutters drop-off locations for Texans voting by mail.naf,1644,505,391,0,391,0,0,0
http://www.wikidata.org/entity/Q60519458,Texas nears 2 million ballots cast as early voting surge continues.naf,323,161,85,0,85,0,0,0
http://www.wikidata.org/entity/Q60519458,Young Voters are Breaking Turnout Records in Texas.naf,1553,520,323,0,323,0,0,0
http://www.wikidata.org/entity/Q60519458,New poll shows Biden within striking distance of Trump in Texas.naf,427,192,68,0,68,0,0,0
http://www.wikidata.org/entity/Q60519458,Joe Biden trails Donald Trump by 5 points in Texas poll.naf,1065,332,176,0,176,0,0,0
http://www.wikidata.org/entity/Q60519458,Texas Supreme Court allows Harris County drive-thru voting to continue.naf,985,342,226,0,226,0,0,0
http://www.wikidata.org/entity/Q60519458,"Elizabeth Warren Formally Announces 2020 Presidential Bid in Lawrence, Mass..naf",252,136,61,0,61,0,0,0
http://www.wikidata.org/entity/Q60519458,Presidential Contest Tightens as Campaigns Move Into Eight-Week Home Stretch.naf,610,250,115,0,115,0,0,0
http://www.wikidata.org/entity/Q60519458,New Poll: Beto not Liked in Texas.naf,864,332,136,0,136,0,0,0
http://www.wikidata.org/entity/Q60519458,Polls 2020-10-28.naf,350,175,68,0,68,0,0,0
http://www.wikidata.org/entity/Q60519458,2020 President - Sabato's Crystal Ball.naf,28,23,3,0,3,0,0,0
http://www.wikidata.org/entity/Q60519458,"Harris County reaches 1 million ballots cast during early voting, breaking record.naf",273,134,68,0,68,0,0,0
http://www.wikidata.org/entity/Q60519458,"Harris County continues to set records with second day of 100,000-plus early voters.naf",790,304,196,0,196,0,0,0
http://www.wikidata.org/entity/Q60519458,"Federal judge rejects GOP-led challenge to toss out over 127,000 drive-thru ballots in Harris County.naf",510,207,86,0,86,0,0,0
http://www.wikidata.org/entity/Q60519458,"Another day, another 100,000 Harris County ballots cast Friday.naf",190,98,54,0,54,0,0,0
http://www.wikidata.org/entity/Q60519458,Travis County breaks another record on 2nd day of early voting.naf,838,260,201,0,201,0,0,0
http://www.wikidata.org/entity/Q60519458,Appeals court upholds order against Abbott’s limit on ballot drop sites.naf,591,248,140,0,140,0,0,0
http://www.wikidata.org/entity/Q60519458,"In Texas, an Emerging Problem for Democrats on the Border.naf",440,221,120,0,120,0,0,0
http://www.wikidata.org/entity/Q60519458,Polls 2020-11-02 (larger states).naf,337,173,62,0,62,0,0,0
http://www.wikidata.org/entity/Q60519458,Texas Supreme Court rejects GOP attempt to toss drive-thru votes; federal case remains pending.naf,561,247,125,0,125,0,0,0
http://www.wikidata.org/entity/Q60519458,"Harris County hits 100,000 ballots cast for third day in a row.naf",584,257,140,0,140,0,0,0
http://www.wikidata.org/entity/Q60519458,"Dallas County sees record turnout for first day of early voting, Tarrant County falls just short of 2016.naf",440,181,113,0,113,0,0,0
http://www.wikidata.org/entity/Q60519458,Extensive New Battleground Polling Shows Biden Gaining Ground.naf,204,123,42,0,42,0,0,0
http://www.wikidata.org/entity/Q60519458,2020 Electoral Interactive Map.naf,52,36,12,0,12,0,0,0
http://www.wikidata.org/entity/Q60519458,Voting and Elections.naf,110,59,18,0,18,0,0,0
http://www.wikidata.org/entity/Q60519458,Harris County Shatters Single-Day Early Voting Record.naf,465,200,102,0,102,0,0,0
http://www.wikidata.org/entity/Q60519458,Fifth Circuit stays lower court ruling allowing multiple ballot dropoff sites.naf,358,188,94,0,94,0,0,0
http://www.wikidata.org/entity/Q60519458,Williamson County voter turnout reaches 17% in third day of early voting.naf,98,60,26,0,26,0,0,0
http://www.wikidata.org/entity/Q60519458,"Travis County early voting: 35,873 people cast ballots on first day.naf",1496,393,345,0,345,0,0,0
http://www.wikidata.org/entity/Q60519458,2020 Texas: Biden and Beto in Dead Heat in Democratic Primary.naf,959,343,160,0,160,0,0,0
http://www.wikidata.org/entity/Q60519458,Voting & Elections Toolkits.naf,517,182,103,0,103,0,0,0
http://www.wikidata.org/entity/Q60519458,2020 Election Forecast.naf,61,43,16,0,16,0,0,0
http://www.wikidata.org/entity/Q309578,"The Love Parade: European Techno, The EDM Festival, and The Tragedy in Duisburg.naf",37,31,5,0,5,0,0,0
http://www.wikidata.org/entity/Q309578,Stampede at German Love Parade festival kills 19.naf,46,36,14,0,14,0,0,0
http://www.wikidata.org/entity/Q309578,Nineteen Dead In German Festival Horror.naf,693,323,179,0,179,0,0,0
http://www.wikidata.org/entity/Q309578,Loveparade: RUHR.2010.naf,773,335,170,0,170,0,0,0
http://www.wikidata.org/entity/Q309578,18 killed amid panic at Germany's 'Love Parade'.naf,441,211,130,0,130,0,0,0
http://www.wikidata.org/entity/Q309578,Crowd Disasters as Systemic Failures: Analysis of the Love Parade Disaster.naf,355,169,79,0,79,0,0,0
http://www.wikidata.org/entity/Q309578,Love Parade tragedy: 'I'll never forget the sight of all those twisted.naf,1351,484,315,0,315,0,0,0
http://www.wikidata.org/entity/Q309578,Australian killed in German music festival stampede.naf,260,134,70,0,70,0,0,0
http://www.wikidata.org/entity/Q3517855,Salem (Oregon) Online History.naf,930,395,249,0,249,0,0,0
http://www.wikidata.org/entity/Q3517855,National Weather Service.naf,1283,435,230,0,230,0,0,0
http://www.wikidata.org/entity/Q3517855,"50 years later, Columbus Day Windstorm still ranks as greatest.naf",1762,560,359,0,359,0,0,0
http://www.wikidata.org/entity/Q4561228,World Meteorological Organization's World Weather & Climate Extremes Archive.naf,1154,418,221,0,221,0,0,0
http://www.wikidata.org/entity/Q6392257,30 Years Later: Kilgore KFC Murders - KYTX CBS 19 Tyler Longview News Weather Sports.naf,823,320,172,0,172,0,0,0
http://www.wikidata.org/entity/Q569304,Al-Qaida In Iraq Says It Was Behind Baghdad Blasts.naf,620,282,149,0,149,0,0,0
http://www.wikidata.org/entity/Q569304,"Al Qaeda in Iraq claims Baghdad suicide attack, bombings.naf",576,247,117,0,117,0,0,0
http://www.wikidata.org/entity/Q569304,Bombs Rock Baghdad.naf,660,307,164,0,164,0,0,0
http://www.wikidata.org/entity/Q444003,Altona Bloody Sunday.naf,84,55,13,0,13,0,0,0
http://www.wikidata.org/entity/Q1325863,"Electric Daisy: Electric Daisy Carnival, a controversial rave festival, comes to Orlando's Tinker Field..naf",537,254,145,0,145,0,0,0
http://www.wikidata.org/entity/Q1325863,2013 Electric Daisy Carnival brought in $278 million to Clark County.naf,597,242,146,0,146,0,0,0
http://www.wikidata.org/entity/Q1325863,"EDC Las Vegas Teams Up with Surreal For Once-in-a-Lifetime Giveaways with Kaskade, Zedd, Armin Van Burren and more!.naf",594,267,135,0,135,0,0,0
http://www.wikidata.org/entity/Q1325863,EDC Las Vegas 2021.naf,445,252,86,0,86,0,0,0
http://www.wikidata.org/entity/Q1325863,From Las Vegas to India - The EDC Story.naf,1168,421,240,0,240,0,0,0
http://www.wikidata.org/entity/Q1325863,The history of Electric Daisy Carnival.naf,582,292,138,0,138,0,0,0
http://www.wikidata.org/entity/Q1325863,Insomniac Announces EDC Mexico Will Debut in 2014.naf,236,124,31,0,31,0,0,0
http://www.wikidata.org/entity/Q1325863,Pasquale Rotella talks heat-related EDC date change: 'It wasn’t as comfortable as it needed to be'.naf,702,288,159,0,159,0,0,0
http://www.wikidata.org/entity/Q1325863,The World of EDC.naf,432,207,68,0,68,0,0,0
http://www.wikidata.org/entity/Q1325863,WMC · Winter Music Conference.naf,116,69,27,0,27,0,0,0
http://www.wikidata.org/entity/Q1325863,High winds put Electric Daisy Carnival on hold during second night.naf,1150,407,262,0,262,0,0,0
http://www.wikidata.org/entity/Q1325863,Sundance Film Review: ‘Under the Electric Sky’.naf,762,409,120,0,120,0,0,0
http://www.wikidata.org/entity/Q1325863,EDC Orlando Returns to Florida November 2017.naf,245,121,50,0,50,0,0,0
http://www.wikidata.org/entity/Q1325863,EDC NY 2015 Recap: Dance Music’s Biggest Parking Lot Rave.naf,1602,670,267,0,267,0,0,0
http://www.wikidata.org/entity/Q1325863,Official EDMLounge EDC New York Preview.naf,815,298,144,0,144,0,0,0
http://www.wikidata.org/entity/Q1325863,"Music, art, neon: Electric Daisy Carnival is back in Orlando.naf",52,36,13,0,13,0,0,0
http://www.wikidata.org/entity/Q1325863,EDC Sets Record For Largest Stage Ever Assembled In North America.naf,244,139,47,0,47,0,0,0
http://www.wikidata.org/entity/Q60519452,Presidential Ratings.naf,63,40,2,0,2,0,0,0
http://www.wikidata.org/entity/Q60519452,2020 Election Polls.naf,55,42,5,0,5,0,0,0
http://www.wikidata.org/entity/Q60519452,"Kansas: Election Tools, Deadlines, Dates, Rules, and Links.naf",122,64,27,0,27,0,0,0
http://www.wikidata.org/entity/Q60519452,Find Your Local League.naf,586,271,128,0,128,0,0,0
http://www.wikidata.org/entity/Q60519452,Joe Biden Wins Kansas Primary Conducted Exclusively By Mail.naf,408,199,80,0,80,0,0,0
http://www.wikidata.org/entity/Q60519452,2020 President - Sabato's Crystal Ball.naf,28,23,3,0,3,0,0,0
http://www.wikidata.org/entity/Q60519452,"Biden dominates the electoral map, but here's how the race could tighten.naf",1868,645,304,0,304,0,0,0
http://www.wikidata.org/entity/Q60519452,Democrats Win Native American Communities in Down-Ballot Bright Spot.naf,1122,447,210,0,210,0,0,0
http://www.wikidata.org/entity/Q60519452,2020 Election Forecast.naf,61,43,16,0,16,0,0,0
http://www.wikidata.org/entity/Q60519452,2020 Electoral Interactive Map.naf,52,36,12,0,12,0,0,0
http://www.wikidata.org/entity/Q39060201,United States presidential election of 1952.naf,1179,465,236,0,236,0,0,0
http://www.wikidata.org/entity/Q21872940,"Biography of Canto e Castro, João do.naf",446,197,0,0,0,0,0,0
http://www.wikidata.org/entity/Q8064873,Music Fete in Zaire Has Poor Box Office But Makes a Big Hit.naf,219,129,44,0,44,0,0,0
http://www.wikidata.org/entity/Q8064873,The New York Times.naf,1212,480,227,0,227,0,0,0
http://www.wikidata.org/entity/Q20295077,Security Check Required.naf,43,32,10,0,10,0,0,0
http://www.wikidata.org/entity/Q20295077,Tunisia attack inquests put back to 2017.naf,609,296,140,0,140,0,0,0
http://www.wikidata.org/entity/Q20295077,Tunisia to shut illegal mosques as IS claims deadly hotel attack.naf,1264,485,294,0,294,0,0,0
http://www.wikidata.org/entity/Q20295077,PM to chair emergency Cobra meeting after Tunisia attacks.naf,76,54,22,0,22,0,0,0
http://www.wikidata.org/entity/Q20295077,Family shocked as Tunis 'break-dance star' becomes mass murderer.naf,731,282,173,0,173,0,0,0
http://www.wikidata.org/entity/Q20295077,How Britain and the EU allowed jihadists to wage war on their own tourists.naf,87,63,20,0,20,0,0,0
http://www.wikidata.org/entity/Q20295077,Duke of Sussex unveils Sousse and Bardo Memorial.naf,711,250,170,0,170,0,0,0
http://www.wikidata.org/entity/Q20295077,Tunisia to close 80 mosques following terror attack.naf,394,209,95,0,95,0,0,0
http://www.wikidata.org/entity/Q20295077,Islamic State Attacks Tourists On Tunisia Beach: Kills 38 In Sousse.naf,1041,415,286,0,286,0,0,0
http://www.wikidata.org/entity/Q20295077,"Consider Syria IS strikes, defence secretary urges MPs.naf",33,27,7,0,7,0,0,0
http://www.wikidata.org/entity/Q7860196,"Three Killed, Including Gunman In Smith County Courthouse Shoot-out In Tyler - KLTV.com - Tyler, Longview, Jacksonville |ETX News.naf",453,207,109,0,109,0,0,0
http://www.wikidata.org/entity/Q7860196,"Three Killed, Including Gunman In Smith County Courthouse Shoot-out In Tyler.naf",51,37,14,0,14,0,0,0
http://www.wikidata.org/entity/Q62055402,Supremo Tribunal Federal.naf,84,55,13,0,13,0,0,0
http://www.wikidata.org/entity/Q21872497,"Biography of Almeida, António José de.naf",352,166,58,0,58,0,0,0
http://www.wikidata.org/entity/Q30643807,United States presidential election of 1960.naf,1842,610,386,0,386,0,0,0
http://www.wikidata.org/entity/Q30643807,U. S. Electoral College.naf,1735,181,29,0,29,0,0,0
http://www.wikidata.org/entity/Q7487455,Ancient History in depth: Shangri-La.naf,1943,639,358,0,358,0,0,0
http://www.wikidata.org/entity/Q7487455,Mistaken Foreign Myths about Shambhala.naf,1325,499,235,0,235,0,0,0
http://www.wikidata.org/entity/Q19520594,"UPDATE: Gunman, Victims Named in Texas Co. Mass Murder.naf",431,179,112,0,112,0,0,0
http://www.wikidata.org/entity/Q1144602,Вину должны ощущать все мы.naf,247,171,23,0,23,0,0,0
http://www.wikidata.org/entity/Q1144602,Extensions of Remarks.naf,817,350,142,0,142,0,0,0
http://www.wikidata.org/entity/Q1144602,"""Sumgait"": Evidence given by witnesses and relatives of victims of pogroms.naf",1028,342,235,0,235,0,0,0
http://www.wikidata.org/entity/Q1144602,Сумгаит: рассказы очевидцев.naf,247,171,23,0,23,0,0,0
http://www.wikidata.org/entity/Q1144602,Congressmen commemorate 1988 Armenian pogroms and condemn anti-Armenian policies.naf,515,247,98,0,98,0,0,0
http://www.wikidata.org/entity/Q23045905,"Turkish Minute, Turkish daily news, Latest News.naf",320,166,87,0,87,0,0,0
http://www.wikidata.org/entity/Q23045905,Ankara car bomb kills at least 27 people and wounds 75.naf,492,236,155,0,155,0,0,0
http://www.wikidata.org/entity/Q23045905,Kurdish militant group claims responsibility for Ankara suicide b.naf,379,176,94,0,94,0,0,0
http://www.wikidata.org/entity/Q23045905,"Are deserted streets, shops the new normal in Ankara?.naf",1432,541,354,0,354,0,0,0
http://www.wikidata.org/entity/Q23045905,Kurdish militant group with ties to PKK claims Ankara bombing.naf,874,332,212,0,212,0,0,0
http://www.wikidata.org/entity/Q23045905,Ankara bombing: Australian ambassador to Turkey recounts chaotic blast scene.naf,792,315,216,0,216,0,0,0
http://www.wikidata.org/entity/Q15106043,Head of ISIS ‘branch’ in Russia’s N. Caucasus killed in special police op - FSB.naf,605,234,131,0,131,0,0,0
http://www.wikidata.org/entity/Q15106043,Incident Summary for GTDID: 201205030002.naf,294,151,66,0,66,0,0,0
http://www.wikidata.org/entity/Q39047060,U. S. Electoral College.naf,1735,181,29,0,29,0,0,0
http://www.wikidata.org/entity/Q39047060,United States presidential election of 1956.naf,921,419,195,0,195,0,0,0
http://www.wikidata.org/entity/Q39047236,U. S. Electoral College.naf,1735,181,29,0,29,0,0,0
http://www.wikidata.org/entity/Q60519480,"Elizabeth Warren Formally Announces 2020 Presidential Bid in Lawrence, Mass..naf",252,136,61,0,61,0,0,0
http://www.wikidata.org/entity/Q60519480,Presidential Ratings.naf,63,40,2,0,2,0,0,0
http://www.wikidata.org/entity/Q60519480,Donald Trump’s Biggest Fear: A Romney 2020 Primary Challenge.naf,927,418,152,0,152,0,0,0
http://www.wikidata.org/entity/Q60519480,Elizabeth Warren Announces Iowa Trip as She Starts Running for President in 2020.naf,390,202,94,0,94,0,0,0
http://www.wikidata.org/entity/Q60519480,Find Your Local League.naf,586,271,128,0,128,0,0,0
http://www.wikidata.org/entity/Q60519480,2020 President - Sabato's Crystal Ball.naf,28,23,3,0,3,0,0,0
http://www.wikidata.org/entity/Q60519480,Libertarians offer voters nothing new.naf,135,88,0,0,0,0,0,0
http://www.wikidata.org/entity/Q60519480,Seabrook's Abramson seeks Libertarian presidential nomination.naf,871,321,208,0,208,0,0,0
http://www.wikidata.org/entity/Q60519480,"Massachusetts: Election Tools, Deadlines, Dates, Rules, and Links.naf",100,52,21,0,21,0,0,0
http://www.wikidata.org/entity/Q60519480,Could Mitt Romney Be President Trump's Worst Nightmare?.naf,363,198,73,0,73,0,0,0
http://www.wikidata.org/entity/Q60519480,"Biden dominates the electoral map, but here's how the race could tighten.naf",1868,645,304,0,304,0,0,0
http://www.wikidata.org/entity/Q60519480,"In deep blue Massachusetts, Governor Baker gets high marks for coronavirus response.naf",508,220,98,0,98,0,0,0
http://www.wikidata.org/entity/Q60519480,Massachusetts Election Results 2020.naf,73,54,19,0,19,0,0,0
http://www.wikidata.org/entity/Q60519480,2020 Election Forecast.naf,61,43,16,0,16,0,0,0
http://www.wikidata.org/entity/Q60519480,2020 Electoral Interactive Map.naf,52,36,12,0,12,0,0,0
http://www.wikidata.org/entity/Q84027698,Peović: 21st Century Democratic Socialism Increasingly Popular.naf,336,154,91,0,91,0,0,0
http://www.wikidata.org/entity/Q84027698,Pop Singer Miroslav Škoro Wants More Powers as President.naf,843,322,204,0,204,0,0,0
http://www.wikidata.org/entity/Q84027698,Dejan Kovač of Princeton University Says to Run for President.naf,413,199,88,0,88,0,0,0
http://www.wikidata.org/entity/Q4575042,"40 Years Ago, Iran Was Hit by the Deadliest Blizzard in History.naf",415,214,111,0,111,0,0,0
http://www.wikidata.org/entity/Q15121730,Passengers diverted to ONT try to wind way back to their destinations.naf,1593,530,381,0,381,0,0,0
http://www.wikidata.org/entity/Q15121730,LA airport attack: Paul Ciancia pleads not guilty.naf,32,29,7,0,7,0,0,0
http://www.wikidata.org/entity/Q15121730,Suspected LAX gunman had his targets clearly in mind.naf,844,371,196,0,196,0,0,0
http://www.wikidata.org/entity/Q15121730,"H.R. 4802, Gerardo Hernandez Airport Security Act of 2014.naf",301,149,85,0,85,0,0,0
http://www.wikidata.org/entity/Q15121730,LAX shooting: Notice of intent to seek death penalty.naf,27,25,6,0,6,0,0,0
http://www.wikidata.org/entity/Q15121730,AP: LAX shooter opened fire while officers on break.naf,1346,407,332,0,332,0,0,0
http://www.wikidata.org/entity/Q15121730,Man who killed TSA officer at LAX in 2013 pleads guilty and avoids death penalty.naf,549,257,131,0,131,0,0,0
http://www.wikidata.org/entity/Q15121730,"TSA agent shot, killed at LAX, suspect in critical condition.naf",894,378,220,0,220,0,0,0
http://www.wikidata.org/entity/Q15121730,Horrific LAX Shooting Scene.naf,35,28,7,0,7,0,0,0
http://www.wikidata.org/entity/Q15121730,LAX Shooter Paul Anthony Ciancia's Personal Details Emerge.naf,323,165,63,0,63,0,0,0
http://www.wikidata.org/entity/Q15121730,LAX Shooting Rampage Trial Slated for 2016.naf,545,250,130,0,130,0,0,0
http://www.wikidata.org/entity/Q15121730,TSA agent shot at Los Angeles airport died in two to five minutes.naf,421,202,110,0,110,0,0,0
http://www.wikidata.org/entity/Q21714331,"Biography of Machado, Bernardino.naf",541,205,73,0,73,0,0,0
http://www.wikidata.org/entity/Q39047233,U. S. Electoral College.naf,1735,181,29,0,29,0,0,0
http://www.wikidata.org/entity/Q473863,Officials Identify Alabama Gunman.naf,1840,575,446,0,446,0,0,0
http://www.wikidata.org/entity/Q473863,At Least 11 Killed in Alabama Shooting Spree.naf,733,273,189,0,189,0,0,0
http://www.wikidata.org/entity/Q473863,Gunman in Alabama slayings was briefly a police officer.naf,1445,478,329,0,329,0,0,0
http://www.wikidata.org/entity/Q19613356,Tunisia attack: Australian man Javier Camelo among at least 20 tourists killed in attack on Bardo Museum in Tunis.naf,1257,432,322,0,322,0,0,0
http://www.wikidata.org/entity/Q19613356,Prince Harry talks mental health at Tunisia attacks memorial.naf,30,18,6,0,6,0,0,0
http://www.wikidata.org/entity/Q19613356,Turmoil in Libya Strengthening Extremism in Tunisia.naf,1930,556,424,0,424,0,0,0
http://www.wikidata.org/entity/Q19613356,"UPDATE 1: 8 dead, hostages taken in Tunisia parliament, museum attack.naf",274,148,70,0,70,0,0,0
http://www.wikidata.org/entity/Q934470,Greek minorities in Turkey disturbed by negative profiling of Greeks in TV shows.naf,386,182,87,0,87,0,0,0
http://www.wikidata.org/entity/Q55616701,Election of the Presidents of the Lebanese Republic.naf,954,287,146,0,146,0,0,0
http://www.wikidata.org/entity/Q55616701,GEN. AOUN DISSOLVES PARLIAMENT.naf,557,258,165,0,165,0,0,0
http://www.wikidata.org/entity/Q60441838,Presidential Ratings.naf,63,40,2,0,2,0,0,0
http://www.wikidata.org/entity/Q60441838,"New Hampshire: Election Tools, Deadlines, Dates, Rules, and Links.naf",94,61,26,0,26,0,0,0
http://www.wikidata.org/entity/Q60441838,"Sanders Still Leads in NH as Primary Nears, Poll Finds.naf",343,151,68,0,68,0,0,0
http://www.wikidata.org/entity/Q60441838,Find Your Local League.naf,586,271,128,0,128,0,0,0
http://www.wikidata.org/entity/Q60441838,2020 President - Sabato's Crystal Ball.naf,28,23,3,0,3,0,0,0
http://www.wikidata.org/entity/Q60441838,Biden Leads In New Hampshire Poll.naf,117,66,20,0,20,0,0,0
http://www.wikidata.org/entity/Q60441838,EXCLUSIVE: N.H. Voters Oppose Medicare For All by 2-to-1 Margin.naf,702,286,132,0,132,0,0,0
http://www.wikidata.org/entity/Q60441838,Center for Public Opinion.naf,43,33,4,0,4,0,0,0
http://www.wikidata.org/entity/Q60441838,Post NHJournal Poll Results.naf,21,20,3,0,3,0,0,0
http://www.wikidata.org/entity/Q60441838,2020 Election Forecast.naf,61,43,16,0,16,0,0,0
http://www.wikidata.org/entity/Q60441838,2020 Electoral Interactive Map.naf,52,36,12,0,12,0,0,0
http://www.wikidata.org/entity/Q55184134,Nizam’s tyranny recalled.naf,608,240,123,0,123,0,0,0
http://www.wikidata.org/entity/Q30642200,United States presidential election of 1964.naf,1448,533,282,0,282,0,0,0
http://www.wikidata.org/entity/Q18702358,Ebola outbreak: Red Cross workers attacked while burying dead bodies in Guinea.naf,899,290,215,0,215,0,0,0
http://www.wikidata.org/entity/Q18702358,"Journalists, health team killed while conducting Ebola awareness-raising campaign.naf",397,186,76,0,76,0,0,0
http://www.wikidata.org/entity/Q18702358,Guinea arrests 27 over Ebola health team murders.naf,510,241,142,0,142,0,0,0
http://www.wikidata.org/entity/Q20679588,Iraq violence: Car bomb kills scores in mainly Shia town.naf,39,35,8,0,8,0,0,0
http://www.wikidata.org/entity/Q4781931,Tuckahoe Train Station The Flood of Apr 16 2007.naf,85,56,9,0,9,0,0,0
http://www.wikidata.org/entity/Q4781931,Patriot's Day Storm Packs a 156-mph Punch.naf,346,176,75,0,75,0,0,0
http://www.wikidata.org/entity/Q4781931,NOAA's National Weather Service.naf,192,114,26,0,26,0,0,0
http://www.wikidata.org/entity/Q4781931,IRS Gives April 16 Storm Victims Additional 48 Hours to File Income Tax Returns.naf,220,124,48,0,48,0,0,0
http://www.wikidata.org/entity/Q4781931,"More than 100,000 without power as storm hits Ontario, Quebec.naf",724,290,182,0,182,0,0,0
http://www.wikidata.org/entity/Q10971509,Novel inspired by first eisteddfod and historic castle.naf,356,150,71,0,71,0,0,0
http://www.wikidata.org/entity/Q10971509,Medieval legacy is there to be enjoyed.naf,813,350,144,0,144,0,0,0
http://www.wikidata.org/entity/Q10971509,The first eisteddfod - Christmas 1176.naf,1134,387,257,0,257,0,0,0
http://www.wikidata.org/entity/Q10971509,Nine foot replica of original National Eisteddfod chair is installed at the sitwe of Wales' very first cultural festival.naf,831,329,194,0,194,0,0,0
http://www.wikidata.org/entity/Q10971509,Eisteddfod may have sprung from French idea.naf,767,300,135,0,135,0,0,0
http://www.wikidata.org/entity/Q10971509,"RHYS ap GRUFFYDD (1132 - 1197), lord of Deheubarth, known in history as ' Yr Arglwydd Rhys ' (' The lord Rhys ')..naf",978,395,150,0,150,0,0,0
http://www.wikidata.org/entity/Q10971509,Staff at Cardigan Castle's 1176 restaurant round off hectic year with busy Christmas period.naf,202,108,60,0,60,0,0,0
http://www.wikidata.org/entity/Q6155782,National Weather Service.naf,1283,435,230,0,230,0,0,0
http://www.wikidata.org/entity/Q6155782,"Man killed, seven injured on icy mountain highway.naf",209,122,56,0,56,0,0,0
http://www.wikidata.org/entity/Q6155782,WPC Surface Analysis Archive.naf,120,69,31,0,31,0,0,0
http://www.wikidata.org/entity/Q6155782,6 snowmobilers rescued from remote outpost.naf,650,282,170,0,170,0,0,0
http://www.wikidata.org/entity/Q6155782,Powerful Pacific storm begins to impact the US West Coast.naf,260,131,43,0,43,0,0,0
http://www.wikidata.org/entity/Q48766,The Secretary-General message commemorating the 65th anniversary of the tragedy of Babi Yar.naf,782,338,136,0,136,0,0,0
http://www.wikidata.org/entity/Q6839755,Micronesia profile - Leaders.naf,135,70,18,0,18,0,0,0
http://www.wikidata.org/entity/Q6839755,Elections: Micronesia Congress 2017.naf,60,44,12,0,12,0,0,0
http://www.wikidata.org/entity/Q6839755,Senator Alik L. Alik.naf,615,233,95,0,95,0,0,0
